iteration,initial_x,initial_y,goal_x,goal_y,cancelled,goal_accuracy,aggregated_distance,aggregated_angle,elapsed_time
1,-0.9504431215873641,-6.708534590907766,5.132918599905571,-3.029896530650144,False,0.4999239490021157,6.677231867442036,2.544847822379596,20.36
2,-0.9504431215873641,-6.708534590907766,0.9874427520356948,-3.8426317115683757,False,0.499638644533624,3.003349015242621,1.566083020875463,14.72
3,-0.9504431215873641,-6.708534590907766,-5.01717623292563,4.332543476442565,False,0.49668425497428287,22.287562591529568,9.678388557953324,93.94
4,-0.9504431215873641,-6.708534590907766,2.1021504766044874,2.657311457414629,False,0.4957270435876066,29.519298911403666,12.239588504070959,122.95
5,-0.9504431215873641,-6.708534590907766,3.932654583094525,-1.2757579116665632,False,0.49993044321994806,6.834197148366281,1.0903275565419372,20.76
6,-0.9504431215873641,-6.708534590907766,-1.1268793711181218,5.411630758582845,True,6.852513841275299,45.197429122650945,15.91810472664398,150.0
7,-0.9504431215873641,-6.708534590907766,4.359650768320188,-4.576260111684146,False,0.5039794539159649,5.252109961262115,1.341506049561433,17.25
8,-0.9504431215873641,-6.708534590907766,2.2586051942995056,-1.9297629672237697,False,0.5041425256392497,15.797832233869258,3.450174060884539,18.71
9,-0.9504431215873641,-6.708534590907766,-4.8549768834028475,-6.888567174438201,False,0.492783666348161,14.094122744834152,4.835243400131862,23.89
10,-0.9504431215873641,-6.708534590907766,6.213902913675042,-1.4348755639544155,False,0.5043758280729134,15.290105588252567,8.53714837401441,23.62
11,-4.722130567768112,-6.7871994091981485,5.132918599905571,-3.029896530650144,False,0.4981445449842515,10.103598146407126,2.5302419471553184,25.81
12,-4.722130567768112,-6.7871994091981485,0.9874427520356948,-3.8426317115683757,False,0.4936576438302378,26.114306649678134,3.2754290240993513,18.41
13,-4.722130567768112,-6.7871994091981485,-5.01717623292563,4.332543476442565,True,9.39929825815094,14.071852621711159,4.889884937959334,150.0
14,-4.722130567768112,-6.7871994091981485,2.1021504766044874,2.657311457414629,False,0.49378492407132074,28.744843213224353,13.924110985870476,129.91
15,-4.722130567768112,-6.7871994091981485,3.932654583094525,-1.2757579116665632,False,0.5033607689663926,9.8421146708524,3.5291969982576465,25.91
16,-4.722130567768112,-6.7871994091981485,-1.1268793711181218,5.411630758582845,True,10.950115288388487,1.8465161027294401,1.718542849737264,150.0
17,-4.722130567768112,-6.7871994091981485,4.359650768320188,-4.576260111684146,False,0.4944398073308791,12.405883223174557,4.129373795277,21.24
18,-4.722130567768112,-6.7871994091981485,2.2586051942995056,-1.9297629672237697,False,0.4901663545972159,25.808233877724994,3.3630446695341756,22.49
19,-4.722130567768112,-6.7871994091981485,-4.8549768834028475,-6.888567174438201,False,0.17046351931087683,16.042671884643845,1.4577730448438828,0.13
20,-4.722130567768112,-6.7871994091981485,6.213902913675042,-1.4348755639544155,False,0.4915592517178488,11.78037267451316,3.808564140252611,28.83
21,-5.37517592772882,0.8377091415617954,5.132918599905571,-3.029896530650144,True,15.546825692424457,11.550733210790627,8.643050084070548,150.0
